"activity" "subject" "test/train variable" "mean value"
"laying" 11 "fourierbodygyromeanX" -0.97618747122807
"laying" 11 "fourierbodygyromeanY" -0.982640271929825
"laying" 11 "fourierbodygyromeanZ" -0.961434420701754
"laying" 11 "fourierbodygyrofrequencymeanX" 0.00610819990350877
"laying" 11 "fourierbodygyrofrequencymeanY" 0.104942477754386
"laying" 11 "fourierbodygyrofrequencymeanZ" 0.0963568933754386
"laying" 11 "fourierbodyaccelerationmagneticmean" -0.973994004561404
"laying" 11 "fourierbodyaccelerationmagneticfrequencymean" 0.336010660578947
"laying" 11 "fourierbodyBodyaccelerationjerkmagneticmean" -0.976940774561403
"laying" 11 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.29574789545614
"laying" 11 "fourierbodyBodygyromagneticmean" -0.967093356491228
"laying" 11 "fourierbodyBodygyromagneticfrequencymean" 0.0406004062738596
"laying" 11 "fourierbodyBodygyrojerkmagneticmean" -0.985978837192982
"laying" 11 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.256034976912281
"laying" 11 "anglebodyaccelerationmeangravity" 0.00275033849298246
"laying" 11 "anglebodyaccelerationjerkmeangravitymean" 0.00143538724210526
"laying" 11 "anglebodygyromeangravitymean" -0.0220259476017544
"laying" 11 "anglebodygyrojerkmeangravitymean" 0.0529916131647368
"laying" 11 "angleXgravitymean" 0.345277759649123
"laying" 11 "angleYgravitymean" -0.813130779824561
"laying" 11 "angleZgravitymean" -0.0593468643842105
"laying" 11 "bodyaccelerationstdevX" -0.98477733
"laying" 11 "bodyaccelerationstdevY" -0.972196873859649
"laying" 11 "bodyaccelerationstdevZ" -0.971311176842105
"laying" 11 "gravityaccelerationstdevX" -0.97956560245614
"laying" 11 "gravityaccelerationstdevY" -0.990765579649123
"laying" 11 "gravityaccelerationstdevZ" -0.984192606315789
"laying" 11 "bodyaccelerationjerkstdevX" -0.985259108596491
"laying" 11 "bodyaccelerationjerkstdevY" -0.972777455263158
"laying" 11 "bodyaccelerationjerkstdevZ" -0.982111784210526
"laying" 11 "bodygyrostdevX" -0.980836884561403
"laying" 11 "bodygyrostdevY" -0.982442644035088
"laying" 11 "bodygyrostdevZ" -0.959897432807018
"laying" 11 "bodygyrojerkstdevX" -0.981724838421053
"laying" 11 "bodygyrojerkstdevY" -0.990845724736842
"laying" 11 "bodygyrojerkstdevZ" -0.986549063333333
"laying" 11 "bodyaccelerationmagneticstdev" -0.972891829473684
"laying" 11 "gravityaccelerationmagneticstdev" -0.972891829473684
"laying" 11 "bodyaccelerationjerkmagneticstdev" -0.976504858596491
"laying" 11 "bodygyromagneticstdev" -0.954713182807018
"laying" 11 "bodygyrojerkmagneticstdev" -0.984476476666667
"laying" 11 "fourierbodyaccelerationstdevX" -0.985322211929825
"laying" 11 "fourierbodyaccelerationstdevY" -0.973589287368421
"laying" 11 "fourierbodyaccelerationstdevZ" -0.971668077017544
"laying" 11 "fourierbodyaccelerationjerkstdevX" -0.987122678245614
"laying" 11 "fourierbodyaccelerationjerkstdevY" -0.973486716315789
"laying" 11 "fourierbodyaccelerationjerkstdevZ" -0.983302949122807
"laying" 11 "fourierbodygyrostdevX" -0.982424585438596
"laying" 11 "fourierbodygyrostdevY" -0.982660631754386
"laying" 11 "fourierbodygyrostdevZ" -0.963183902982456
"laying" 11 "fourierbodyaccelerationmagneticstdev" -0.976037695614035
"laying" 11 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.975126531403509
"laying" 11 "fourierbodyBodygyromagneticstdev" -0.954849053508772
"laying" 11 "fourierbodyBodygyrojerkmagneticstdev" -0.983569468245614
"laying" 12 "bodyaccelerationmeanX" 0.260113433
"laying" 12 "bodyaccelerationmeanY" -0.0175203917146667
"laying" 12 "bodyaccelerationmeanZ" -0.108160125666667
"laying" 12 "gravityaccelerationmeanX" -0.3785920653
"laying" 12 "gravityaccelerationmeanY" 0.8033788345
"laying" 12 "gravityaccelerationmeanZ" 0.2750431984
"laying" 12 "bodyaccelerationjerkmeanX" 0.0854295393833333
"laying" 12 "bodyaccelerationjerkmeanY" 0.00774408308
"laying" 12 "bodyaccelerationjerkmeanZ" -0.0043714837772
"laying" 12 "bodygyromeanX" -0.0146546807316667
"laying" 12 "bodygyromeanY" -0.0835537350333333
"laying" 12 "bodygyromeanZ" 0.14519184795
"laying" 12 "bodygyrojerkmeanX" -0.0990402297166667
"laying" 12 "bodygyrojerkmeanY" -0.0410675310833333
"laying" 12 "bodygyrojerkmeanZ" -0.0678909002816667
"laying" 12 "bodyaccelerationmagneticmean" -0.9482046755
"laying" 12 "gravityaccelerationmagneticmean" -0.9482046755
"laying" 12 "bodyaccelerationjerkmagneticmean" -0.969843834166667
"laying" 12 "bodygyromagneticmean" -0.9308405935
"laying" 12 "bodygyrojerkmagneticmean" -0.971067768833333
"laying" 12 "fourierbodyaccelerationmeanX" -0.956248487666667
"laying" 12 "fourierbodyaccelerationmeanY" -0.951265971
"laying" 12 "fourierbodyaccelerationmeanZ" -0.954724801666667
"laying" 12 "fourierbodyaccelerationfrequencymeanX" -0.235607185033333
"laying" 12 "fourierbodyaccelerationfrequencymeanY" 0.19137270056
"laying" 12 "fourierbodyaccelerationfrequencymeanZ" 0.171474000866667
"laying" 12 "fourierbodyaccelerationjerkmeanX" -0.968742758833333
"laying" 12 "fourierbodyaccelerationjerkmeanY" -0.963223332
"laying" 12 "fourierbodyaccelerationjerkmeanZ" -0.967149695166667
"laying" 12 "fourierbodyaccelerationjerkfrequencymeanX" 0.083907082125
"laying" 12 "fourierbodyaccelerationjerkfrequencymeanY" -0.017661749435
"laying" 12 "fourierbodyaccelerationjerkfrequencymeanZ" 0.0239504464626667
"laying" 12 "fourierbodygyromeanX" -0.9566538865
"laying" 12 "fourierbodygyromeanY" -0.95256172
"laying" 12 "fourierbodygyromeanZ" -0.9456732415
"laying" 12 "fourierbodygyrofrequencymeanX" 0.010569757505
"laying" 12 "fourierbodygyrofrequencymeanY" -0.0199866541433333
"laying" 12 "fourierbodygyrofrequencymeanZ" 0.0419799361083333
"laying" 12 "fourierbodyaccelerationmagneticmean" -0.9438674399
"laying" 12 "fourierbodyaccelerationmagneticfrequencymean" 0.0818083852738333
"laying" 12 "fourierbodyBodyaccelerationjerkmagneticmean" -0.962448418666667
"laying" 12 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.15706511695
"laying" 12 "fourierbodyBodygyromagneticmean" -0.9454970225
"laying" 12 "fourierbodyBodygyromagneticfrequencymean" 0.00220615496116666
"laying" 12 "fourierbodyBodygyrojerkmagneticmean" -0.963949607166667
"laying" 12 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.022700424095
"laying" 12 "anglebodyaccelerationmeangravity" 0.0042722982335
"laying" 12 "anglebodyaccelerationjerkmeangravitymean" 0.0232429679216667
"laying" 12 "anglebodygyromeangravitymean" 0.0309709505313333
"laying" 12 "anglebodygyrojerkmeangravitymean" 0.0118416841333333
"laying" 12 "angleXgravitymean" 0.523178415166667
"laying" 12 "angleYgravitymean" -0.6500380555
"laying" 12 "angleZgravitymean" -0.213235641316667
"laying" 12 "bodyaccelerationstdevX" -0.95531868
"laying" 12 "bodyaccelerationstdevY" -0.949072009333333
"laying" 12 "bodyaccelerationstdevZ" -0.9483338435
"laying" 12 "gravityaccelerationstdevX" -0.936458309333333
"laying" 12 "gravityaccelerationstdevY" -0.974396492666667
"laying" 12 "gravityaccelerationstdevZ" -0.9596439555
"laying" 12 "bodyaccelerationjerkstdevX" -0.969276283333333
"laying" 12 "bodyaccelerationjerkstdevY" -0.962639526833333
"laying" 12 "bodyaccelerationjerkstdevZ" -0.970629308166667
"laying" 12 "bodygyrostdevX" -0.966090742
"laying" 12 "bodygyrostdevY" -0.953873893833333
"laying" 12 "bodygyrostdevZ" -0.950157442166667
"laying" 12 "bodygyrojerkstdevX" -0.9671982025
"laying" 12 "bodygyrojerkstdevY" -0.965900370833333
"laying" 12 "bodygyrojerkstdevZ" -0.969953929666667
"laying" 12 "bodyaccelerationmagneticstdev" -0.936542686833333
"laying" 12 "gravityaccelerationmagneticstdev" -0.936542686833333
"laying" 12 "bodyaccelerationjerkmagneticstdev" -0.962580915166667
"laying" 12 "bodygyromagneticstdev" -0.935725715833333
"laying" 12 "bodygyrojerkmagneticstdev" -0.962012018333333
"laying" 12 "fourierbodyaccelerationstdevX" -0.955207641833333
"laying" 12 "fourierbodyaccelerationstdevY" -0.9506400405
"laying" 12 "fourierbodyaccelerationstdevZ" -0.948380833666667
"laying" 12 "fourierbodyaccelerationjerkstdevX" -0.972820011166667
"laying" 12 "fourierbodyaccelerationjerkstdevY" -0.964703656833333
"laying" 12 "fourierbodyaccelerationjerkstdevZ" -0.972713844666667
"laying" 12 "fourierbodygyrostdevX" -0.969254585333333
"laying" 12 "fourierbodygyrostdevY" -0.955343675666667
"laying" 12 "fourierbodygyrostdevZ" -0.956424382333333
"laying" 12 "fourierbodyaccelerationmagneticstdev" -0.942133255166667
"laying" 12 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.961653004
"laying" 12 "fourierbodyBodygyromagneticstdev" -0.940373827666667
"laying" 12 "fourierbodyBodygyrojerkmagneticstdev" -0.961911612333333
"laying" 13 "bodyaccelerationmeanX" 0.276716360483871
"laying" 13 "bodyaccelerationmeanY" -0.020440454366129
"laying" 13 "bodyaccelerationmeanZ" -0.104331864532258
"laying" 13 "gravityaccelerationmeanX" -0.156852206467742
"laying" 13 "gravityaccelerationmeanY" 0.656400944354839
"laying" 13 "gravityaccelerationmeanZ" 0.598884988709677
"laying" 13 "bodyaccelerationjerkmeanX" 0.0767774832096774
"laying" 13 "bodyaccelerationjerkmeanY" 0.0183441894580645
"laying" 13 "bodyaccelerationjerkmeanZ" -0.00988389709596774
"laying" 13 "bodygyromeanX" -0.00973609968045161
"laying" 13 "bodygyromeanY" -0.0966250701451613
"laying" 13 "bodygyromeanZ" 0.117819614790323
"laying" 13 "bodygyrojerkmeanX" -0.101835573822581
"laying" 13 "bodygyrojerkmeanY" -0.0417744000370968
"laying" 13 "bodygyrojerkmeanZ" -0.0648770419677419
"laying" 13 "bodyaccelerationmagneticmean" -0.960517768225806
"laying" 13 "gravityaccelerationmagneticmean" -0.960517768225806
"laying" 13 "bodyaccelerationjerkmagneticmean" -0.985467853870968
"laying" 13 "bodygyromagneticmean" -0.944303111935484
"laying" 13 "bodygyrojerkmagneticmean" -0.98544626483871
"laying" 13 "fourierbodyaccelerationmeanX" -0.974716920483871
"laying" 13 "fourierbodyaccelerationmeanY" -0.965843757258064
"laying" 13 "fourierbodyaccelerationmeanZ" -0.966295582741935
"laying" 13 "fourierbodyaccelerationfrequencymeanX" -0.262990626162903
"laying" 13 "fourierbodyaccelerationfrequencymeanY" 0.0363424960967742
"laying" 13 "fourierbodyaccelerationfrequencymeanZ" 0.0764724259225806
"laying" 13 "fourierbodyaccelerationjerkmeanX" -0.985199684354839
"laying" 13 "fourierbodyaccelerationjerkmeanY" -0.980375137419355
"laying" 13 "fourierbodyaccelerationjerkmeanZ" -0.980994601935484
"laying" 13 "fourierbodyaccelerationjerkfrequencymeanX" 0.169895805430645
"laying" 13 "fourierbodyaccelerationjerkfrequencymeanY" 0.0656536996983871
"laying" 13 "fourierbodyaccelerationjerkfrequencymeanZ" 0.0584183074479032
"laying" 13 "fourierbodygyromeanX" -0.96946349
"laying" 13 "fourierbodygyromeanY" -0.968689729193548
"laying" 13 "fourierbodygyromeanZ" -0.969126880322581
"laying" 13 "fourierbodygyrofrequencymeanX" -0.101926540451613
"laying" 13 "fourierbodygyrofrequencymeanY" -0.042663103
"laying" 13 "fourierbodygyrofrequencymeanZ" 0.14650938193871
"laying" 13 "fourierbodyaccelerationmagneticmean" -0.959535493548387
"laying" 13 "fourierbodyaccelerationmagneticfrequencymean" 0.0815111222612903
"laying" 13 "fourierbodyBodyaccelerationjerkmagneticmean" -0.980754385967742
"laying" 13 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.300750657951613
"laying" 13 "fourierbodyBodygyromagneticmean" -0.957681621290323
"laying" 13 "fourierbodyBodygyromagneticfrequencymean" 0.050207734033871
"laying" 13 "fourierbodyBodygyrojerkmagneticmean" -0.978150814032258
"laying" 13 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.0544469963870968
"laying" 13 "anglebodyaccelerationmeangravity" -0.000126342648387096
"laying" 13 "anglebodyaccelerationjerkmeangravitymean" 0.00324191442096774
"laying" 13 "anglebodygyromeangravitymean" 0.0857282517490323
"laying" 13 "anglebodygyrojerkmeangravitymean" -0.00488786835483871
"laying" 13 "angleXgravitymean" 0.361210751451613
"laying" 13 "angleYgravitymean" -0.475624695645161
"laying" 13 "angleZgravitymean" -0.477526561935484
"laying" 13 "bodyaccelerationstdevX" -0.968891989354839
"laying" 13 "bodyaccelerationstdevY" -0.950947949516129
"laying" 13 "bodyaccelerationstdevZ" -0.950392995483871
"laying" 13 "gravityaccelerationstdevX" -0.957875244677419
"laying" 13 "gravityaccelerationstdevY" -0.975948136290323
"laying" 13 "gravityaccelerationstdevZ" -0.959892863709677
"laying" 13 "bodyaccelerationjerkstdevX" -0.98541995
"laying" 13 "bodyaccelerationjerkstdevY" -0.980152342903226
"laying" 13 "bodyaccelerationjerkstdevZ" -0.983070657419355
"laying" 13 "bodygyrostdevX" -0.972143470322581
"laying" 13 "bodygyrostdevY" -0.96270462
"laying" 13 "bodygyrostdevZ" -0.967350513709677
"laying" 13 "bodygyrojerkstdevX" -0.981404742903226
"laying" 13 "bodygyrojerkstdevY" -0.978854747419355
"laying" 13 "bodygyrojerkstdevZ" -0.989801549193548
"laying" 13 "bodyaccelerationmagneticstdev" -0.947944746612903
"laying" 13 "gravityaccelerationmagneticstdev" -0.947944746612903
"laying" 13 "bodyaccelerationjerkmagneticstdev" -0.980066243387097
"laying" 13 "bodygyromagneticstdev" -0.944687480967742
"laying" 13 "bodygyrojerkmagneticstdev" -0.975113305645161
"laying" 13 "fourierbodyaccelerationstdevX" -0.966960088387097
"laying" 13 "fourierbodyaccelerationstdevY" -0.947462328225806
"laying" 13 "fourierbodyaccelerationstdevZ" -0.945852135806452
"laying" 13 "fourierbodyaccelerationjerkstdevX" -0.98707817516129
"laying" 13 "fourierbodyaccelerationjerkstdevY" -0.981394261612903
"laying" 13 "fourierbodyaccelerationjerkstdevZ" -0.983670049354839
"laying" 13 "fourierbodygyrostdevX" -0.973446792419355
"laying" 13 "fourierbodygyrostdevY" -0.959944126451613
"laying" 13 "fourierbodygyrostdevZ" -0.969797214516129
"laying" 13 "fourierbodyaccelerationmagneticstdev" -0.949431319193548
"laying" 13 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.978044349516129
"laying" 13 "fourierbodyBodygyromagneticstdev" -0.946133432096774
"laying" 13 "fourierbodyBodygyrojerkmagneticstdev" -0.972798632258065
"laying" 14 "bodyaccelerationmeanX" 0.233275439803922
"laying" 14 "bodyaccelerationmeanY" -0.0113424652490196
"laying" 14 "bodyaccelerationmeanZ" -0.0868333315509804
"laying" 14 "gravityaccelerationmeanX" -0.145483631627451
"laying" 14 "gravityaccelerationmeanY" 0.48539692745098
"laying" 14 "gravityaccelerationmeanZ" 0.83656291
"laying" 14 "bodyaccelerationjerkmeanX" 0.098140384845098
"laying" 14 "bodyaccelerationjerkmeanY" -0.00831507059607843
"laying" 14 "bodyaccelerationjerkmeanZ" -0.0323601505045098
"laying" 14 "bodygyromeanX" 0.00505221181607843
"laying" 14 "bodygyromeanY" -0.153423807745098
"laying" 14 "bodygyromeanZ" 0.149124058235294
"laying" 14 "bodygyrojerkmeanX" -0.105446637019608
"laying" 14 "bodygyrojerkmeanY" -0.0372677398193922
"laying" 14 "bodygyrojerkmeanZ" -0.0566171868039216
"laying" 14 "bodyaccelerationmagneticmean" -0.905978250196078
"laying" 14 "gravityaccelerationmagneticmean" -0.905978250196078
"laying" 14 "bodyaccelerationjerkmagneticmean" -0.972576392941176
"laying" 14 "bodygyromagneticmean" -0.904665418431373
"laying" 14 "bodygyrojerkmagneticmean" -0.975621183137255
"laying" 14 "fourierbodyaccelerationmeanX" -0.933936178235294
"laying" 14 "fourierbodyaccelerationmeanY" -0.930366906078431
"laying" 14 "fourierbodyaccelerationmeanZ" -0.927882307058824
"laying" 14 "fourierbodyaccelerationfrequencymeanX" -0.442950364647059
"laying" 14 "fourierbodyaccelerationfrequencymeanY" -0.149752054909804
"laying" 14 "fourierbodyaccelerationfrequencymeanZ" 0.0313442249705882
"laying" 14 "fourierbodyaccelerationjerkmeanX" -0.972010709215686
"laying" 14 "fourierbodyaccelerationjerkmeanY" -0.969342124313725
"laying" 14 "fourierbodyaccelerationjerkmeanZ" -0.968593195686275
"laying" 14 "fourierbodyaccelerationjerkfrequencymeanX" -0.158599091641176
"laying" 14 "fourierbodyaccelerationjerkfrequencymeanY" -0.231153333607843
"laying" 14 "fourierbodyaccelerationjerkfrequencymeanZ" -0.0887922483196078
"laying" 14 "fourierbodygyromeanX" -0.949959040588235
"laying" 14 "fourierbodygyromeanY" -0.938087898235294
"laying" 14 "fourierbodygyromeanZ" -0.949107162941176
"laying" 14 "fourierbodygyrofrequencymeanX" -0.236882321219608
"laying" 14 "fourierbodygyrofrequencymeanY" -0.277833948752941
"laying" 14 "fourierbodygyrofrequencymeanZ" 0.023333252745098
"laying" 14 "fourierbodyaccelerationmagneticmean" -0.899463668843137
"laying" 14 "fourierbodyaccelerationmagneticfrequencymean" -0.131771172645098
"laying" 14 "fourierbodyBodyaccelerationjerkmagneticmean" -0.96798859627451
"laying" 14 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.175722996629412
"laying" 14 "fourierbodyBodygyromagneticmean" -0.930151731176471
"laying" 14 "fourierbodyBodygyromagneticfrequencymean" -0.190837039343137
"laying" 14 "fourierbodyBodygyrojerkmagneticmean" -0.966455343137255
"laying" 14 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.121643800647059
"laying" 14 "anglebodyaccelerationmeangravity" 0.017729670654902
"laying" 14 "anglebodyaccelerationjerkmeangravitymean" 0.0116599807576471
"laying" 14 "anglebodygyromeangravitymean" 0.0458760838431373
"laying" 14 "anglebodygyrojerkmeangravitymean" 0.0230340470960784
"laying" 14 "angleXgravitymean" 0.349115950039216
"laying" 14 "angleYgravitymean" -0.277020596862745
"laying" 14 "angleZgravitymean" -0.68876681
"laying" 14 "bodyaccelerationstdevX" -0.917501887333333
"laying" 14 "bodyaccelerationstdevY" -0.909697040980392
"laying" 14 "bodyaccelerationstdevZ" -0.900331921686275
"laying" 14 "gravityaccelerationstdevX" -0.862136937254902
"laying" 14 "gravityaccelerationstdevY" -0.94877486372549
"laying" 14 "gravityaccelerationstdevZ" -0.90130385627451
"laying" 14 "bodyaccelerationjerkstdevX" -0.971473557058824
"laying" 14 "bodyaccelerationjerkstdevY" -0.96812761745098
"laying" 14 "bodyaccelerationjerkstdevZ" -0.972431855490196
"laying" 14 "bodygyrostdevX" -0.957221015098039
"laying" 14 "bodygyrostdevY" -0.932499780588235
"laying" 14 "bodygyrostdevZ" -0.952296965294118
"laying" 14 "bodygyrojerkstdevX" -0.970274962745098
"laying" 14 "bodygyrojerkstdevY" -0.968042893529412
"laying" 14 "bodygyrojerkstdevZ" -0.979711372941176
"laying" 14 "bodyaccelerationmagneticstdev" -0.856593119215686
"laying" 14 "gravityaccelerationmagneticstdev" -0.856593119215686
"laying" 14 "bodyaccelerationjerkmagneticstdev" -0.966450909019608
"laying" 14 "bodygyromagneticstdev" -0.913433185882353
"laying" 14 "bodygyrojerkmagneticstdev" -0.964009921960784
"laying" 14 "fourierbodyaccelerationstdevX" -0.911972655156863
"laying" 14 "fourierbodyaccelerationstdevY" -0.905221049156863
"laying" 14 "fourierbodyaccelerationstdevZ" -0.894055710980392
"laying" 14 "fourierbodyaccelerationjerkstdevX" -0.973491388039216
"laying" 14 "fourierbodyaccelerationjerkstdevY" -0.969113291372549
"laying" 14 "fourierbodyaccelerationjerkstdevZ" -0.97491443
"laying" 14 "fourierbodygyrostdevX" -0.959740488627451
"laying" 14 "fourierbodygyrostdevY" -0.929955407058824
"laying" 14 "fourierbodygyrostdevZ" -0.957790479803922
"laying" 14 "fourierbodyaccelerationmagneticstdev" -0.859606047058823
"laying" 14 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.963607433921569
"laying" 14 "fourierbodyBodygyromagneticstdev" -0.917760104901961
"laying" 14 "fourierbodyBodygyrojerkmagneticstdev" -0.963666018039216
"laying" 15 "bodyaccelerationmeanX" 0.2894756525
"laying" 15 "bodyaccelerationmeanY" -0.0166296542054167
"laying" 15 "bodyaccelerationmeanZ" -0.118530240291667
"laying" 15 "gravityaccelerationmeanX" -0.1719930545
"laying" 15 "gravityaccelerationmeanY" 0.899242553055556
"laying" 15 "gravityaccelerationmeanZ" -0.0369192905555556
"laying" 15 "bodyaccelerationjerkmeanX" 0.0767515438611111
"laying" 15 "bodyaccelerationjerkmeanY" 0.0123984271386111
"laying" 15 "bodyaccelerationjerkmeanZ" -0.00443927981861111
"laying" 15 "bodygyromeanX" -0.0168300887791667
"laying" 15 "bodygyromeanY" -0.0619700871944444
"laying" 15 "bodygyromeanZ" 0.113451899791667
"laying" 15 "bodygyrojerkmeanX" -0.102266714236111
"laying" 15 "bodygyrojerkmeanY" -0.0415878968152778
"laying" 15 "bodygyrojerkmeanZ" -0.0624334556236111
"laying" 15 "bodyaccelerationmagneticmean" -0.955340661527778
"laying" 15 "gravityaccelerationmagneticmean" -0.955340661527778
"laying" 15 "bodyaccelerationjerkmagneticmean" -0.979890228194444
"laying" 15 "bodygyromagneticmean" -0.944605127222222
"laying" 15 "bodygyrojerkmagneticmean" -0.983235025416667
"laying" 15 "fourierbodyaccelerationmeanX" -0.974016176527778
"laying" 15 "fourierbodyaccelerationmeanY" -0.962461124305556
"laying" 15 "fourierbodyaccelerationmeanZ" -0.95156594625
"laying" 15 "fourierbodyaccelerationfrequencymeanX" -0.148912121697222
"laying" 15 "fourierbodyaccelerationfrequencymeanY" 0.240597438814583
"laying" 15 "fourierbodyaccelerationfrequencymeanZ" 0.0627474804925
"laying" 15 "fourierbodyaccelerationjerkmeanX" -0.981329999027778
"laying" 15 "fourierbodyaccelerationjerkmeanY" -0.970833221666667
"laying" 15 "fourierbodyaccelerationjerkmeanZ" -0.97477568375
"laying" 15 "fourierbodyaccelerationjerkfrequencymeanX" 0.114787481842222
"laying" 15 "fourierbodyaccelerationjerkfrequencymeanY" 0.0141056829361111
"laying" 15 "fourierbodyaccelerationjerkfrequencymeanZ" 0.00103397312222222
"laying" 15 "fourierbodygyromeanX" -0.955413596111111
"laying" 15 "fourierbodygyromeanY" -0.964310893611111
"laying" 15 "fourierbodygyromeanZ" -0.958190099861111
"laying" 15 "fourierbodygyrofrequencymeanX" -0.154987482663889
"laying" 15 "fourierbodygyrofrequencymeanY" -0.146020121881944
"laying" 15 "fourierbodygyrofrequencymeanZ" 0.000812185868055555
"laying" 15 "fourierbodyaccelerationmagneticmean" -0.956001034027778
"laying" 15 "fourierbodyaccelerationmagneticfrequencymean" 0.127358410820833
"laying" 15 "fourierbodyBodyaccelerationjerkmagneticmean" -0.973681222777778
"laying" 15 "fourierbodyBodyaccelerationjerkmagneticfrequencymean" 0.273485129381944
"laying" 15 "fourierbodyBodygyromagneticmean" -0.946812642361111
"laying" 15 "fourierbodyBodygyromagneticfrequencymean" -0.196344267730556
"laying" 15 "fourierbodyBodygyrojerkmagneticmean" -0.975727853888889
"laying" 15 "fourierbodyBodygyrojerkmagneticfrequencymean" 0.0886671328836111
"laying" 15 "anglebodyaccelerationmeangravity" 0.00415722316152778
"laying" 15 "anglebodyaccelerationjerkmeangravitymean" -0.0187121703680556
"laying" 15 "anglebodygyromeangravitymean" -0.0294509539583333
"laying" 15 "anglebodygyrojerkmeangravitymean" 0.00183580722083333
"laying" 15 "angleXgravitymean" 0.372891310277778
"laying" 15 "angleYgravitymean" -0.719412830416667
"laying" 15 "angleZgravitymean" 0.0489176476388889
"laying" 15 "bodyaccelerationstdevX" -0.972255551527778
"laying" 15 "bodyaccelerationstdevY" -0.962759422361111
"laying" 15 "bodyaccelerationstdevZ" -0.929586835277778
"laying" 15 "gravityaccelerationstdevX" -0.961509742916667
"laying" 15 "gravityaccelerationstdevY" -0.986036192361111
"laying" 15 "gravityaccelerationstdevZ" -0.950710357083333
"laying" 15 "bodyaccelerationjerkstdevX" -0.981739386805556
"laying" 15 "bodyaccelerationjerkstdevY" -0.970921587777778
"laying" 15 "bodyaccelerationjerkstdevZ" -0.978402956527778
"laying" 15 "bodygyrostdevX" -0.957167680694444
"laying" 15 "bodygyrostdevY" -0.961142911805556
"laying" 15 "bodygyrostdevZ" -0.956537051666667
"laying" 15 "bodygyrojerkstdevX" -0.97392395125
"laying" 15 "bodygyrojerkstdevY" -0.980482834444444
"laying" 15 "bodygyrojerkstdevZ" -0.980112732777778
"laying" 15 "bodyaccelerationmagneticstdev" -0.943314107916667
"laying" 15 "gravityaccelerationmagneticstdev" -0.943314107916667
"laying" 15 "bodyaccelerationjerkmagneticstdev" -0.973644462777778
"laying" 15 "bodygyromagneticstdev" -0.924043007638889
"laying" 15 "bodygyrojerkmagneticstdev" -0.973650041666667
"laying" 15 "fourierbodyaccelerationstdevX" -0.971718824583333
"laying" 15 "fourierbodyaccelerationstdevY" -0.964590430138889
"laying" 15 "fourierbodyaccelerationstdevZ" -0.923923991944444
"laying" 15 "fourierbodyaccelerationjerkstdevX" -0.983949290694444
"laying" 15 "fourierbodyaccelerationjerkstdevY" -0.973215319722222
"laying" 15 "fourierbodyaccelerationjerkstdevZ" -0.980745097361111
"laying" 15 "fourierbodygyrostdevX" -0.958224495416667
"laying" 15 "fourierbodygyrostdevY" -0.959991907083333
"laying" 15 "fourierbodygyrostdevZ" -0.960015831111111
"laying" 15 "fourierbodyaccelerationmagneticstdev" -0.94550856
"laying" 15 "fourierbodyBodyaccelerationjerkmagneticstdev" -0.972530077916667
"laying" 15 "fourierbodyBodygyromagneticstdev" -0.923682244861111
"laying" 15 "fourierbodyBodygyrojerkmagneticstdev" -0.972645710694444
"laying" 16 "bodyaccelerationmeanX" 0.274227162571429
"laying" 16 "bodyaccelerationmeanY" -0.0166103510562857
"laying" 16 "bodyaccelerationmeanZ" -0.107310493242857
"laying" 16 "gravityaccelerationmeanX" -0.206783742242857
"laying" 16 "gravityaccelerationmeanY" -0.0199270225714286
"laying" 16 "gravityaccelerationmeanZ" 0.893884468571429
"laying" 16 "bodyaccelerationjerkmeanX" 0.0783960268571429
"laying" 16 "bodyaccelerationjerkmeanY" 0.0132805054325714
"laying" 16 "bodyaccelerationjerkmeanZ" -0.00154105089764286
"laying" 16 "bodygyromeanX" -0.0161545406857143
"laying" 16 "bodygyromeanY" -0.113675060885714
"laying" 16 "bodygyromeanZ" 0.0966210349428571
"laying" 16 "bodygyrojerkmeanX" -0.1022095722
"laying" 16 "bodygyrojerkmeanY" -0.0347735325871429
"laying" 16 "bodygyrojerkmeanZ" -0.0576790435142857
"laying" 16 "bodyaccelerationmagneticmean" -0.961834634857143
"laying" 16 "gravityaccelerationmagneticmean" -0.961834634857143
"laying" 16 "bodyaccelerationjerkmagneticmean" -0.988349656571429
"laying" 16 "bodygyromagneticmean" -0.951777099571429
"laying" 16 "bodygyrojerkmagneticmean" -0.990839526285714
"laying" 16 "fourierbodyaccelerationmeanX" -0.980213187428571
"laying" 16 "fourierbodyaccelerationmeanY" -0.963635575142857
"laying" 16 "fourierbodyaccelerationmeanZ" -0.974580069142857
"laying" 16 "fourierbodyaccelerationfrequencymeanX" -0.34641362517
"laying" 16 "fourierbodyaccelerationfrequencymeanY" -0.1830181401
